sampleArticleId,sampleTitle,relationKind,rank,neighborArticleId,neighborTitle,objectId,canonicalName,objectType,semanticSimilarity,titleSimilarity,bodySimilarity,sameCanonicalPlace,sameCultureEvent,directRelation
5170849,[Movie] 초능력자지만 사랑은 하고 싶어...영화 ‘나만의 비밀’,ARTICLE,3,5167546,[굿모닝문화] 만약에 우리 / 훗카이도의 소년과 소녀 / 고전 코미디의 미학,,,,0.5495647192001343,0.37459415197372437,0.5495647192001343,False,False,
5170849,[Movie] 초능력자지만 사랑은 하고 싶어...영화 ‘나만의 비밀’,ARTICLE,4,5172540,[Movie] 꿈 같은 여행 특별해진 나날…영화 ‘여행과 나날’,,,,0.5465450286865234,0.5353530645370483,0.5465450286865234,False,False,
5170849,[Movie] 초능력자지만 사랑은 하고 싶어...영화 ‘나만의 비밀’,ARTICLE,5,5209645,[Movie] 영화 ‘스파이더맨: 브랜드 뉴 데이’…‘톰스파’의 화려한 귀환,,,,0.5414043068885803,0.49122849106788635,0.5414043068885803,False,False,
5170849,[Movie] 초능력자지만 사랑은 하고 싶어...영화 ‘나만의 비밀’,ENTITY,1,,,place_0012,선교장,PLACE,0.325435996055603,0.3104286193847656,0.325435996055603,,,False
5170849,[Movie] 초능력자지만 사랑은 하고 싶어...영화 ‘나만의 비밀’,ENTITY,2,,,place_0014,모아시,PLACE,0.3182353377342224,0.320640504360199,0.3182353377342224,,,False
5170849,[Movie] 초능력자지만 사랑은 하고 싶어...영화 ‘나만의 비밀’,ENTITY,3,,,place_0001,국립현대미술관,PLACE,0.3117755949497223,0.3647603988647461,0.3117755949497223,,,False
5170849,[Movie] 초능력자지만 사랑은 하고 싶어...영화 ‘나만의 비밀’,ENTITY,4,,,place_0008,월악산국립공원,PLACE,0.29963964223861694,0.28801727294921875,0.29963964223861694,,,False
5170849,[Movie] 초능력자지만 사랑은 하고 싶어...영화 ‘나만의 비밀’,ENTITY,5,,,place_0021,오천그린광장,PLACE,0.29380089044570923,0.29953640699386597,0.29380089044570923,,,False
5173421,[Find Dining] 제주 동네 맛집…관광객보다 현지인이 더 많은 곳은 어디?,ARTICLE,1,5209482,[Find Dining] 제주 여름 여행…이 세 곳은 꼭 가야 한다,,,,0.5956073999404907,0.6045708656311035,0.5956073999404907,False,False,
5173421,[Find Dining] 제주 동네 맛집…관광객보다 현지인이 더 많은 곳은 어디?,ARTICLE,2,5202639,[Find Dining] 경기도 맛집 원정대…프로 먹방러의 원정 식탁,,,,0.5954341292381287,0.4732540547847748,0.5954341292381287,False,False,
5173421,[Find Dining] 제주 동네 맛집…관광객보다 현지인이 더 많은 곳은 어디?,ARTICLE,3,5192116,"[Find Dining] 메뉴, 분위기, 가격까지 오케이! 단톡방에서 가장 환영받는 식당",,,,0.5865036845207214,0.45692381262779236,0.5865036845207214,False,False,
5173421,[Find Dining] 제주 동네 맛집…관광객보다 현지인이 더 많은 곳은 어디?,ARTICLE,4,5205161,[Find Dining] “널 위해 예약했어” 조금은 특별한 저녁 약속,,,,0.5854231119155884,0.42006367444992065,0.5854231119155884,False,False,
5173421,[Find Dining] 제주 동네 맛집…관광객보다 현지인이 더 많은 곳은 어디?,ARTICLE,5,5208062,[Find Dining] 한 입이면 더위 끝! 여름 냉(冷) 미식,,,,0.5611125230789185,0.4145359396934509,0.5611125230789185,False,False,
5173421,[Find Dining] 제주 동네 맛집…관광객보다 현지인이 더 많은 곳은 어디?,ENTITY,1,,,place_0009,진해해양공원,PLACE,0.4816165566444397,0.41270846128463745,0.4816165566444397,,,False
5173421,[Find Dining] 제주 동네 맛집…관광객보다 현지인이 더 많은 곳은 어디?,ENTITY,2,,,place_0015,옥동식,PLACE,0.47585511207580566,0.38284793496131897,0.47585511207580566,,,False
5173421,[Find Dining] 제주 동네 맛집…관광객보다 현지인이 더 많은 곳은 어디?,ENTITY,3,,,place_0008,월악산국립공원,PLACE,0.4520648717880249,0.3444274067878723,0.4520648717880249,,,False
5173421,[Find Dining] 제주 동네 맛집…관광객보다 현지인이 더 많은 곳은 어디?,ENTITY,4,,,place_0014,모아시,PLACE,0.42511463165283203,0.3585922420024872,0.42511463165283203,,,False
5173421,[Find Dining] 제주 동네 맛집…관광객보다 현지인이 더 많은 곳은 어디?,ENTITY,5,,,place_0020,행주산성 역사공원,PLACE,0.4190705418586731,0.35067254304885864,0.4190705418586731,,,False
5175827,"[Overseas Trip] 활화산, 그리고 도시의 맛에 취한 시간들...가고시마 여행",ARTICLE,1,5200296,[Travel News] 죽은 료칸도 되살리는 112년 호시노의 마법... 여름 성수기 오기 전 미리 알아보는 규슈 온천 여행 안내서,,,,0.6245131492614746,0.44119134545326233,0.6245131492614746,False,False,
5175827,"[Overseas Trip] 활화산, 그리고 도시의 맛에 취한 시간들...가고시마 여행",ARTICLE,2,5193073,"[Overseas Trip] 슬픔과 아픔, 평화와 자유의 땅, 히로시마 여행",,,,0.6077302694320679,0.6322572827339172,0.6077302694320679,False,False,
5175827,"[Overseas Trip] 활화산, 그리고 도시의 맛에 취한 시간들...가고시마 여행",ARTICLE,3,5181540,[Find Dining] 돼지고기가 거기서 거기? 당신의 편견을 깰 서울의 ‘돈(豚) 맛집’,,,,0.5916822552680969,0.3830983638763428,0.5916822552680969,False,False,
5175827,"[Overseas Trip] 활화산, 그리고 도시의 맛에 취한 시간들...가고시마 여행",ARTICLE,4,5206796,"[Travel] 켜켜이 쌓인 시간의 섬, 강화도…전등사 처마 아래 매미 소리를 듣다",,,,0.5491828322410583,0.5099233388900757,0.5491828322410583,False,False,
5175827,"[Overseas Trip] 활화산, 그리고 도시의 맛에 취한 시간들...가고시마 여행",ARTICLE,5,5182075,"[Overseas Trip] 멕시코 여행① 열정을 거침없이 사랑하라 ... 강렬한 태양을 닮은 도시, 과달라하라",,,,0.5436927080154419,0.5606034994125366,0.5436927080154419,False,False,
5175827,"[Overseas Trip] 활화산, 그리고 도시의 맛에 취한 시간들...가고시마 여행",ENTITY,1,,,place_0020,행주산성 역사공원,PLACE,0.45901286602020264,0.41752544045448303,0.45901286602020264,,,False
5175827,"[Overseas Trip] 활화산, 그리고 도시의 맛에 취한 시간들...가고시마 여행",ENTITY,2,,,place_0015,옥동식,PLACE,0.4137137234210968,0.3412528932094574,0.4137137234210968,,,False
5175827,"[Overseas Trip] 활화산, 그리고 도시의 맛에 취한 시간들...가고시마 여행",ENTITY,3,,,place_0014,모아시,PLACE,0.41144275665283203,0.452320396900177,0.41144275665283203,,,False
5175827,"[Overseas Trip] 활화산, 그리고 도시의 맛에 취한 시간들...가고시마 여행",ENTITY,4,,,event_0026,양구 곰취축제,EVENT,0.3757476806640625,0.33292457461357117,0.3757476806640625,,,False
5175827,"[Overseas Trip] 활화산, 그리고 도시의 맛에 취한 시간들...가고시마 여행",ENTITY,5,,,event_0027,공룡세계엑스포,EVENT,0.3736005425453186,0.3162209093570709,0.3736005425453186,,,False
5179292,[Pet] 어서 오시‘개!’…반려동물 동반 문 넓어질 수 있을까?,ARTICLE,1,5188040,"[Pet] 오히려 늘어난 ‘노펫(No Pet)존’…동물 동반 출입 규제, 문턱 낮춘다",,,,0.8135349750518799,0.6761449575424194,0.8135349750518799,False,False,
5179292,[Pet] 어서 오시‘개!’…반려동물 동반 문 넓어질 수 있을까?,ARTICLE,2,5168520,[Pet] 반려동물의 위상…사람과 어깨 나란히 하는 반려동물,,,,0.64063960313797,0.5988306403160095,0.64063960313797,False,False,
5179292,[Pet] 어서 오시‘개!’…반려동물 동반 문 넓어질 수 있을까?,ARTICLE,3,5207813,"[Pet] 반려동물 입양, 최소한의 자격 증명해야",,,,0.6153888702392578,0.5731779932975769,0.6153888702392578,False,False,
5179292,[Pet] 어서 오시‘개!’…반려동물 동반 문 넓어질 수 있을까?,ARTICLE,4,5170665,[Pet] 업그레이드되는 반려동물 복지…‘반려동물 정책 리뉴얼’,,,,0.5979050993919373,0.6212970018386841,0.5979050993919373,False,False,
5179292,[Pet] 어서 오시‘개!’…반려동물 동반 문 넓어질 수 있을까?,ARTICLE,5,5189486,[Pet] 그들이 우리에게 오는 길…반려동물 입양과 선택지,,,,0.5753272771835327,0.6085978746414185,0.5753272771835327,False,False,
5179292,[Pet] 어서 오시‘개!’…반려동물 동반 문 넓어질 수 있을까?,ENTITY,1,,,place_0009,진해해양공원,PLACE,0.43086716532707214,0.4289340376853943,0.43086716532707214,,,False
5179292,[Pet] 어서 오시‘개!’…반려동물 동반 문 넓어질 수 있을까?,ENTITY,2,,,place_0023,거제 저도,PLACE,0.4180971086025238,0.41557276248931885,0.4180971086025238,,,False
5179292,[Pet] 어서 오시‘개!’…반려동물 동반 문 넓어질 수 있을까?,ENTITY,3,,,place_0024,국립등대박물관,PLACE,0.41716593503952026,0.35224899649620056,0.41716593503952026,,,False
5179292,[Pet] 어서 오시‘개!’…반려동물 동반 문 넓어질 수 있을까?,ENTITY,4,,,place_0007,완도수목원,PLACE,0.40540915727615356,0.3823811709880829,0.40540915727615356,,,False
5179292,[Pet] 어서 오시‘개!’…반려동물 동반 문 넓어질 수 있을까?,ENTITY,5,,,place_0008,월악산국립공원,PLACE,0.3945423662662506,0.3916207551956177,0.3945423662662506,,,False
5182010,"[Mind Note] 작아도 약한 것이 아니다, 사소한 것의 힘",ARTICLE,1,5192008,[Cover Story] “우리 피카(Fika) 할까?”…‘더 많이 일하는 것’에서 ‘더 잘 쉬는 것’으로,,,,0.6152993440628052,0.392175555229187,0.6152993440628052,False,False,
5182010,"[Mind Note] 작아도 약한 것이 아니다, 사소한 것의 힘",ARTICLE,2,5189232,[Mind Note] ‘어중간’은 어쩌면 ‘유연성’이 아닐까?!,,,,0.6075494289398193,0.5156025886535645,0.6075494289398193,False,False,
5182010,"[Mind Note] 작아도 약한 것이 아니다, 사소한 것의 힘",ARTICLE,3,5183457,"[Mind Note] 나를 보호하는, 일상을 환기시키는 ‘자기보호 행위’",,,,0.605055570602417,0.5323869585990906,0.605055570602417,False,False,
5182010,"[Mind Note] 작아도 약한 것이 아니다, 사소한 것의 힘",ARTICLE,4,5190168,[Buzz Buzz] 직장인의 新 풍조…흡연 대신 ‘화캉스’,,,,0.5914540886878967,0.29014042019844055,0.5914540886878967,False,False,
5182010,"[Mind Note] 작아도 약한 것이 아니다, 사소한 것의 힘",ARTICLE,5,5194498,[Mind Note] ‘외상 후 성장(PTG : Post Traumatic Growth)’에 관하여…고통이 고통만은 아닌 이유,,,,0.590288519859314,0.522560715675354,0.590288519859314,False,False,
5182010,"[Mind Note] 작아도 약한 것이 아니다, 사소한 것의 힘",ENTITY,1,,,place_0010,평화누리공원,PLACE,0.38940954208374023,0.29243457317352295,0.38940954208374023,,,False
5182010,"[Mind Note] 작아도 약한 것이 아니다, 사소한 것의 힘",ENTITY,2,,,place_0012,선교장,PLACE,0.38038161396980286,0.3410450220108032,0.38038161396980286,,,False
5182010,"[Mind Note] 작아도 약한 것이 아니다, 사소한 것의 힘",ENTITY,3,,,place_0009,진해해양공원,PLACE,0.3697585165500641,0.31987664103507996,0.3697585165500641,,,False
5182010,"[Mind Note] 작아도 약한 것이 아니다, 사소한 것의 힘",ENTITY,4,,,place_0001,국립현대미술관,PLACE,0.3608555793762207,0.30833807587623596,0.3608555793762207,,,False
5182010,"[Mind Note] 작아도 약한 것이 아니다, 사소한 것의 힘",ENTITY,5,,,place_0011,인흥마을,PLACE,0.3594585061073303,0.26084303855895996,0.3594585061073303,,,False
5184286,[Movie] 영화 ‘프로텍터’…엄마 버전 72시간 ‘테이큰’,ARTICLE,1,5203806,[Movie] 재미있을 ‘뻔’했던 슈퍼 히로인 영화…영화 ‘슈퍼걸’,,,,0.5491622090339661,0.52093106508255,0.5491622090339661,False,False,
5184286,[Movie] 영화 ‘프로텍터’…엄마 버전 72시간 ‘테이큰’,ARTICLE,2,5206409,[Movie] 영화 ‘호프’…호포항에 착륙한 크리처,,,,0.546492338180542,0.46976953744888306,0.546492338180542,False,False,
5184286,[Movie] 영화 ‘프로텍터’…엄마 버전 72시간 ‘테이큰’,ARTICLE,3,5193040,[Movie] 영화 ‘악마는 프라다를 입는다 2’…이젠 이해되는 악마 미란다,,,,0.5410516262054443,0.54558265209198,0.5410516262054443,False,False,
5184286,[Movie] 영화 ‘프로텍터’…엄마 버전 72시간 ‘테이큰’,ARTICLE,4,5175769,[Movie] 90분간의 AI 법정 쫀쫀한 스릴러물…영화 ‘노 머시: 90분’,,,,0.5296341776847839,0.5430135130882263,0.5296341776847839,False,False,
5184286,[Movie] 영화 ‘프로텍터’…엄마 버전 72시간 ‘테이큰’,ARTICLE,5,5189179,[Movie] 영화 ‘프로젝트 헤일메리’…우주 SF 영화 아닌 웃고 우는 버디무비,,,,0.527608335018158,0.46109116077423096,0.527608335018158,False,False,
5184286,[Movie] 영화 ‘프로텍터’…엄마 버전 72시간 ‘테이큰’,ENTITY,1,,,event_0027,공룡세계엑스포,EVENT,0.32099759578704834,0.3443799912929535,0.32099759578704834,,,False
5184286,[Movie] 영화 ‘프로텍터’…엄마 버전 72시간 ‘테이큰’,ENTITY,2,,,place_0020,행주산성 역사공원,PLACE,0.2783699035644531,0.28938376903533936,0.2783699035644531,,,False
5184286,[Movie] 영화 ‘프로텍터’…엄마 버전 72시간 ‘테이큰’,ENTITY,3,,,event_0029,대한민국와인축제,EVENT,0.2749405801296234,0.29755568504333496,0.2749405801296234,,,False
5184286,[Movie] 영화 ‘프로텍터’…엄마 버전 72시간 ‘테이큰’,ENTITY,4,,,place_0001,국립현대미술관,PLACE,0.27245184779167175,0.3340081572532654,0.27245184779167175,,,False
5184286,[Movie] 영화 ‘프로텍터’…엄마 버전 72시간 ‘테이큰’,ENTITY,5,,,place_0009,진해해양공원,PLACE,0.2640227675437927,0.3972261846065521,0.2640227675437927,,,False
5187302,[Tour List] 지금 아니면 못 간다…한정 개방하는 ‘비밀의 명소’,ARTICLE,1,5185881,[Tour List] 자연과 역사를 동시에 즐기자…봄 여행 두 가지 방법,,,,0.5753597021102905,0.5213207602500916,0.5753597021102905,False,False,
5187302,[Tour List] 지금 아니면 못 간다…한정 개방하는 ‘비밀의 명소’,ARTICLE,2,5193264,[Tour List] 따뜻한 5월의 여행…가족과 함께 수목원 어때요?,,,,0.5752468109130859,0.47520989179611206,0.5752468109130859,False,False,
5187302,[Tour List] 지금 아니면 못 간다…한정 개방하는 ‘비밀의 명소’,ARTICLE,3,5195386,[Tour List] 봄이 만개한 지금 여행…초록빛 숲과 붉은 장미 속에서 맞는 봄,,,,0.5700133442878723,0.5648752450942993,0.5700133442878723,False,False,
5187302,[Tour List] 지금 아니면 못 간다…한정 개방하는 ‘비밀의 명소’,ARTICLE,4,5203662,[Tour List] 미식 도시락부터 남해안 바다까지…새롭게 즐기는 지역의 매력,,,,0.5646787881851196,0.5004519820213318,0.5646787881851196,False,False,
5187302,[Tour List] 지금 아니면 못 간다…한정 개방하는 ‘비밀의 명소’,ARTICLE,5,5175566,"[남도마실] 설 명절 '잠시 쉼표'…""가족과 순천에 머물러 볼까?""",,,,0.5631058216094971,0.40449756383895874,0.5631058216094971,False,False,
5187302,[Tour List] 지금 아니면 못 간다…한정 개방하는 ‘비밀의 명소’,ENTITY,1,,,place_0007,완도수목원,PLACE,0.5811107158660889,0.38188448548316956,0.5811107158660889,,,False
5187302,[Tour List] 지금 아니면 못 간다…한정 개방하는 ‘비밀의 명소’,ENTITY,2,,,event_0027,공룡세계엑스포,EVENT,0.5133965015411377,0.36135560274124146,0.5133965015411377,,,False
5187302,[Tour List] 지금 아니면 못 간다…한정 개방하는 ‘비밀의 명소’,ENTITY,3,,,place_0020,행주산성 역사공원,PLACE,0.5067862272262573,0.3643869161605835,0.5067862272262573,,,False
5187302,[Tour List] 지금 아니면 못 간다…한정 개방하는 ‘비밀의 명소’,ENTITY,4,,,event_0026,양구 곰취축제,EVENT,0.47496724128723145,0.32978934049606323,0.47496724128723145,,,False
5187302,[Tour List] 지금 아니면 못 간다…한정 개방하는 ‘비밀의 명소’,ENTITY,5,,,event_0028,홍천강 꽁꽁축제,EVENT,0.45805084705352783,0.28281864523887634,0.45805084705352783,,,False
5189215,"[MBN이 본 공연] 20년 공백을 지운 150분의 마법, 패닉이 소환한 '우리들의 청춘'",ARTICLE,1,5204035,[MBN이 만난 에녹] 신곡과 단독 콘서트·뮤지컬까지 에녹의 '고고씽’,,,,0.5984092354774475,0.42546337842941284,0.5984092354774475,False,False,
5189215,"[MBN이 본 공연] 20년 공백을 지운 150분의 마법, 패닉이 소환한 '우리들의 청춘'",ARTICLE,2,5197497,[박기자 어디가] 재즈 레전더리와 현재 가장 핫한 아티스트가 공존했던 2026 서울재즈페스티벌,,,,0.5855488181114197,0.3059391677379608,0.5855488181114197,False,False,
5189215,"[MBN이 본 공연] 20년 공백을 지운 150분의 마법, 패닉이 소환한 '우리들의 청춘'",ARTICLE,3,5199422,[Movie] 영화 ‘와일드 씽’…‘극한직업’ 이후 무리 없이 웃은 영화,,,,0.5699558854103088,0.4212134778499603,0.5699558854103088,False,False,
5189215,"[MBN이 본 공연] 20년 공백을 지운 150분의 마법, 패닉이 소환한 '우리들의 청춘'",ARTICLE,4,5197669,"[박기자 어디가] 잔디밭과 산업 유산 사이로 흘러넘친 음악...20주년 맞은 ‘뷰민라’, 문화비축기지서 성료",,,,0.5606251358985901,0.3857724666595459,0.5606251358985901,False,False,
5189215,"[MBN이 본 공연] 20년 공백을 지운 150분의 마법, 패닉이 소환한 '우리들의 청춘'",ARTICLE,5,5197683,[Cover Story] “도심 속 가장 빠른 지겨움 탈출법” 2026 얼리 서머 뮤직 페스티벌,,,,0.5577517747879028,0.366188645362854,0.5577517747879028,False,False,
5189215,"[MBN이 본 공연] 20년 공백을 지운 150분의 마법, 패닉이 소환한 '우리들의 청춘'",ENTITY,1,,,place_0001,국립현대미술관,PLACE,0.42150765657424927,0.35382702946662903,0.42150765657424927,,,False
5189215,"[MBN이 본 공연] 20년 공백을 지운 150분의 마법, 패닉이 소환한 '우리들의 청춘'",ENTITY,2,,,place_0009,진해해양공원,PLACE,0.37164998054504395,0.2528373897075653,0.37164998054504395,,,False
5189215,"[MBN이 본 공연] 20년 공백을 지운 150분의 마법, 패닉이 소환한 '우리들의 청춘'",ENTITY,3,,,event_0031,임실N장미축제,EVENT,0.36562579870224,0.27367037534713745,0.36562579870224,,,False
5189215,"[MBN이 본 공연] 20년 공백을 지운 150분의 마법, 패닉이 소환한 '우리들의 청춘'",ENTITY,4,,,place_0010,평화누리공원,PLACE,0.3568146228790283,0.29403072595596313,0.3568146228790283,,,False
5189215,"[MBN이 본 공연] 20년 공백을 지운 150분의 마법, 패닉이 소환한 '우리들의 청춘'",ENTITY,5,,,event_0026,양구 곰취축제,EVENT,0.3494991660118103,0.27919164299964905,0.3494991660118103,,,False
5191014,[Pet] 네코노믹스의 성장세…고양이 나라 일본이 시사하는 것,ARTICLE,1,5189486,[Pet] 그들이 우리에게 오는 길…반려동물 입양과 선택지,,,,0.6774970293045044,0.46096789836883545,0.6774970293045044,False,False,
5191014,[Pet] 네코노믹스의 성장세…고양이 나라 일본이 시사하는 것,ARTICLE,2,5170665,[Pet] 업그레이드되는 반려동물 복지…‘반려동물 정책 리뉴얼’,,,,0.6602054238319397,0.48231440782546997,0.6602054238319397,False,False,
5191014,[Pet] 네코노믹스의 성장세…고양이 나라 일본이 시사하는 것,ARTICLE,3,5166613,[Pet] 고양이계의 MBTI ‘우리 집 고양이는 어떤 유형?’,,,,0.6428462266921997,0.41997432708740234,0.6428462266921997,False,False,
5191014,[Pet] 네코노믹스의 성장세…고양이 나라 일본이 시사하는 것,ARTICLE,4,5182264,"[Pet] 펫 보험의 진화…보험료, 병원에서 바로 쓴다",,,,0.6410687565803528,0.4445868730545044,0.6410687565803528,False,False,
5191014,[Pet] 네코노믹스의 성장세…고양이 나라 일본이 시사하는 것,ARTICLE,5,5185508,[Pet] 생애 주기 맞춘 밀착 케어…연령별 케어의 필요성,,,,0.6171702146530151,0.4401032328605652,0.6171702146530151,False,False,
5191014,[Pet] 네코노믹스의 성장세…고양이 나라 일본이 시사하는 것,ENTITY,1,,,place_0007,완도수목원,PLACE,0.37240102887153625,0.27369701862335205,0.37240102887153625,,,False
5191014,[Pet] 네코노믹스의 성장세…고양이 나라 일본이 시사하는 것,ENTITY,2,,,place_0009,진해해양공원,PLACE,0.35770124197006226,0.3088843524456024,0.35770124197006226,,,False
5191014,[Pet] 네코노믹스의 성장세…고양이 나라 일본이 시사하는 것,ENTITY,3,,,place_0020,행주산성 역사공원,PLACE,0.3402825891971588,0.33524367213249207,0.3402825891971588,,,False
5191014,[Pet] 네코노믹스의 성장세…고양이 나라 일본이 시사하는 것,ENTITY,4,,,place_0017,순천만국가정원,PLACE,0.33040013909339905,0.2982586622238159,0.33040013909339905,,,False
5191014,[Pet] 네코노믹스의 성장세…고양이 나라 일본이 시사하는 것,ENTITY,5,,,place_0021,오천그린광장,PLACE,0.3242705762386322,0.3209412693977356,0.3242705762386322,,,False
5192813,"[Music] 신곡 ‘딜리버리(Delivery)’ 발매한 소란, 도파민 제로 공연 연다",ARTICLE,1,5169919,"[Music] 바다, 정통 발라드 ‘소란스런 이별’로 돌아오다",,,,0.5706521272659302,0.4893760681152344,0.5706521272659302,False,False,
5192813,"[Music] 신곡 ‘딜리버리(Delivery)’ 발매한 소란, 도파민 제로 공연 연다",ARTICLE,2,5209433,[김도열의 AI 시대 문화 오디세이] ②수노(Suno) 이후의 음악 산업의 변화,,,,0.517958402633667,0.3416973352432251,0.517958402633667,False,False,
5192813,"[Music] 신곡 ‘딜리버리(Delivery)’ 발매한 소란, 도파민 제로 공연 연다",ARTICLE,3,5193267,[Health Recipe] 도파민은 억울하다…‘진짜 도파민’으로 채우는 찐~행복,,,,0.5143739581108093,0.47462761402130127,0.5143739581108093,False,False,
5192813,"[Music] 신곡 ‘딜리버리(Delivery)’ 발매한 소란, 도파민 제로 공연 연다",ARTICLE,4,5197683,[Cover Story] “도심 속 가장 빠른 지겨움 탈출법” 2026 얼리 서머 뮤직 페스티벌,,,,0.5063208937644958,0.4018827974796295,0.5063208937644958,False,False,
5192813,"[Music] 신곡 ‘딜리버리(Delivery)’ 발매한 소란, 도파민 제로 공연 연다",ARTICLE,5,5194258,"[Music]쏜애플, EP [서울병] 10주년 기념 바이닐 발매&HYNN(박혜원), 신곡 ‘주인공 연습’ 발매",,,,0.4972360134124756,0.44052624702453613,0.4972360134124756,False,False,
