articleId,source,sourceArticleId,url,rawTitle,publishedAt,section,collectedAt,rawSha256,indexParserVersion,hasBracketLabel,has_bracket_label,raw_label,label_group,title_chars,title_token_count,hour,weekday,month,day_index,hour_bucket,title_length_bucket,raw_label_count
5208003,mbn,5208003,https://www.mbn.co.kr/news/life/5208003,수도권과 강원 비... 전국 무더위 속 충청이남 소나기,2026-07-24 14:21:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,30,8,14,금,2026-07,204,오후(12–17),짧음,0
5207975,mbn,5207975,https://www.mbn.co.kr/news/life/5207975,[Travel Trend]여행도 베이커노믹스! 빵트레일런·빵택시·빵축제 등에 여행객 몰려,2026-07-24 11:58:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Travel Trend,Travel Trend,49,10,11,금,2026-07,204,오전(6–11),김,1
5207814,mbn,5207814,https://www.mbn.co.kr/news/life/5207814,[Health Recipe] 신발 벗는 식당이 두려운 당신…여름에 심해지는 발 냄새 잡기,2026-07-23 18:06:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Health Recipe,Health Recipe,49,12,18,목,2026-07,203,저녁(18–23),김,20
5207498,mbn,5207498,https://www.mbn.co.kr/news/life/5207498,“유기농인데 사용감도 좋다고?” 온 가족용 ‘데일리 마일드’ 2종 출시,2026-07-22 16:51:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,39,9,16,수,2026-07,202,오후(12–17),중하,0
5207158,mbn,5207158,https://www.mbn.co.kr/news/life/5207158,중부 강한 비…남부는 폭염,2026-07-21 13:58:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,14,5,13,화,2026-07,201,오후(12–17),짧음,0
5206420,mbn,5206420,https://www.mbn.co.kr/news/life/5206420,[Find Dining] 한 잔의 경험을 선사하는 곳…‘취향을 마시는’ 칵테일 바,2026-07-16 18:04:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Find Dining,Find Dining,45,11,18,목,2026-07,196,저녁(18–23),중상,24
5206105,mbn,5206105,https://www.mbn.co.kr/news/life/5206105,"'나는 자연인이다'가 식탁 위로…본담, '자연인 계란' 출시",2026-07-15 14:25:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,33,9,14,수,2026-07,195,오후(12–17),짧음,0
5205882,mbn,5205882,https://www.mbn.co.kr/news/life/5205882,[Style] 한여름 태양 아래 뷰티 공약!…투명함은 살리고 유분은 덜어내자,2026-07-14 16:46:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Style,Style,42,10,16,화,2026-07,194,오후(12–17),중상,20
5205876,mbn,5205876,https://www.mbn.co.kr/news/life/5205876,2040에 켜진 경고등…무릎까지 챙겨야 ‘오운완’ [Health Recipe],2026-07-14 16:26:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,43,8,16,화,2026-07,194,오후(12–17),중상,0
5205833,mbn,5205833,https://www.mbn.co.kr/news/life/5205833,[AI기상캐스터] 전국 강한 비바람…최대 120mm↑,2026-07-14 13:20:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,AI기상캐스터,AI기상캐스터,29,6,13,화,2026-07,194,오후(12–17),짧음,10
5205161,mbn,5205161,https://www.mbn.co.kr/news/life/5205161,[Find Dining] “널 위해 예약했어” 조금은 특별한 저녁 약속,2026-07-10 17:14:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Find Dining,Find Dining,39,9,17,금,2026-07,190,오후(12–17),중하,24
5205066,mbn,5205066,https://www.mbn.co.kr/news/life/5205066,오후 중부 중심 소나기...장맛비 그치고 본격 폭염,2026-07-10 11:36:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,28,8,11,금,2026-07,190,오전(6–11),짧음,0
5205059,mbn,5205059,https://www.mbn.co.kr/news/life/5205059,"넷제로2050기후재단·전북일보, 탄소중립 사회 실현 위해 '맞손'",2026-07-10 11:05:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,36,7,11,금,2026-07,190,오전(6–11),중하,0
5204338,mbn,5204338,https://www.mbn.co.kr/news/life/5204338,"절기 '소서' 곳곳 폭염주의보, 무더위 속 소나기",2026-07-07 13:09:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,27,7,13,화,2026-07,187,오후(12–17),짧음,0
5204112,mbn,5204112,https://www.mbn.co.kr/news/life/5204112,숙면 위한 여름 커피 음용법…커피와 카페인 반감기 [Health Recipe],2026-07-06 15:56:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,43,10,15,월,2026-07,186,오후(12–17),중상,0
5204104,mbn,5204104,https://www.mbn.co.kr/news/life/5204104,[Find Dining] 밤의 낭만을 채우는 공간…무드 좋은 다이닝 앤 바,2026-07-06 15:42:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Find Dining,Find Dining,41,11,15,월,2026-07,186,오후(12–17),중상,24
5203946,mbn,5203946,https://www.mbn.co.kr/news/life/5203946,"""내일 출근길 우산 챙기세요""…낮 최고 32도 무더위",2026-07-05 17:50:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,29,8,17,일,2026-07,185,오후(12–17),짧음,0
5203778,mbn,5203778,https://www.mbn.co.kr/news/life/5203778,시작되는 '늦장마'…다음주 초까지 전국에 비,2026-07-04 10:24:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,24,6,10,토,2026-07,184,오전(6–11),짧음,0
5203626,mbn,5203626,https://www.mbn.co.kr/news/life/5203626,"[AI기상캐스터] 더위 속 소나기... 주말, 다시 장마",2026-07-03 11:33:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,AI기상캐스터,AI기상캐스터,31,7,11,금,2026-07,183,오전(6–11),짧음,10
5203532,mbn,5203532,https://www.mbn.co.kr/news/life/5203532,올여름 수영복 트렌드는 '레트로&캐릭터',2026-07-03 00:38:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,22,5,0,금,2026-07,183,새벽(0–5),짧음,0
5203531,mbn,5203531,https://www.mbn.co.kr/news/life/5203531,"'어메이징크리' 에이엠씨알, '대한민국 고속성장 스타트업 50' 선정",2026-07-03 00:31:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,38,7,0,금,2026-07,183,새벽(0–5),중하,0
5203467,mbn,5203467,https://www.mbn.co.kr/news/life/5203467,9호 태풍 '바비' 발생…이동경로에 한반도 장마 달렸다,2026-07-02 17:24:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,30,8,17,목,2026-07,182,오후(12–17),짧음,0
5203261,mbn,5203261,https://www.mbn.co.kr/news/life/5203261,"다함봉사단, 외국인 근로자 대상 '따뜻한 나눔' 무료 진료 봉사 성료",2026-07-01 19:57:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,38,10,19,수,2026-07,181,저녁(18–23),중하,0
5203141,mbn,5203141,https://www.mbn.co.kr/news/life/5203141,[Style] 한여름 밤의 뷰티 ‘골든아워’,2026-07-01 14:02:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Style,Style,24,5,14,수,2026-07,181,오후(12–17),짧음,20
5203138,mbn,5203138,https://www.mbn.co.kr/news/life/5203138,"“내게 필요한 걷기, 따로 있다” 목표 다르면 방법도 달라야 [Health Recipe]",2026-07-01 13:42:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,49,11,13,수,2026-07,181,오후(12–17),김,0
5202890,mbn,5202890,https://www.mbn.co.kr/news/life/5202890,오늘 제주 상륙하는 '지각 장마'…주말쯤 전국 확대,2026-06-30 14:07:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,28,8,14,화,2026-06,180,오후(12–17),짧음,0
5202864,mbn,5202864,https://www.mbn.co.kr/news/life/5202864,"[AI기상캐스터] 오늘(화) 수도권·충청 폭염특보, 오후 내륙 소나기",2026-06-30 11:33:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,AI기상캐스터,AI기상캐스터,38,9,11,화,2026-06,180,오전(6–11),중하,10
5202840,mbn,5202840,https://www.mbn.co.kr/news/life/5202840,"블루사이렌, 남해군민 52명과 '가플지우' 해안 정화 활동 성공적으로 마쳐",2026-06-30 09:55:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,41,9,9,화,2026-06,180,오전(6–11),중상,0
5202639,mbn,5202639,https://www.mbn.co.kr/news/life/5202639,[Find Dining] 경기도 맛집 원정대…프로 먹방러의 원정 식탁,2026-06-29 11:50:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Find Dining,Find Dining,38,9,11,월,2026-06,179,오전(6–11),중하,24
5202638,mbn,5202638,https://www.mbn.co.kr/news/life/5202638,[Consumer News] “한국 쇼핑 저렴하네” 관광 특수 맞은 호텔·백화점 업계,2026-06-29 11:36:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Consumer News,Consumer News,47,11,11,월,2026-06,179,오전(6–11),김,11
5202109,mbn,5202109,https://www.mbn.co.kr/news/life/5202109,"[AI기상캐스터] 서쪽 중심 낮 더위, 서울29도...오후 한때 동쪽 소나기",2026-06-26 11:34:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,AI기상캐스터,AI기상캐스터,42,10,11,금,2026-06,176,오전(6–11),중상,10
5202107,mbn,5202107,https://www.mbn.co.kr/news/life/5202107,"감독만 모르겠다는 졸전 이유?…홍명보 ""왜 이런지 당황스러워"" [포크뉴스]",2026-06-26 11:30:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,41,9,11,금,2026-06,176,오전(6–11),중상,0
5201682,mbn,5201682,https://www.mbn.co.kr/news/life/5201682,"일본은 이미 시작, 우리는?…늦어지는 올해 장마",2026-06-24 16:02:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,26,7,16,수,2026-06,174,오후(12–17),짧음,0
5201675,mbn,5201675,https://www.mbn.co.kr/news/life/5201675,[Style] 지금 시작하는 보디케어,2026-06-24 15:44:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Style,Style,20,4,15,수,2026-06,174,오후(12–17),짧음,20
5201669,mbn,5201669,https://www.mbn.co.kr/news/life/5201669,"여름 한 끼, 수분과 영양까지! [Health Recipe]",2026-06-24 15:30:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,33,7,15,수,2026-06,174,오후(12–17),짧음,0
5201616,mbn,5201616,https://www.mbn.co.kr/news/life/5201616,"월드옥타, '2026 한·중 경제무역교류박람회' 조직위원회 공식 출범…중국 선전 개최 준비 본격화",2026-06-24 10:43:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,54,13,10,수,2026-06,174,오전(6–11),김,0
5201400,mbn,5201400,https://www.mbn.co.kr/news/life/5201400,"[AI기상캐스터] 서쪽 초여름 더위, 해안가·제주 비",2026-06-23 11:37:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,AI기상캐스터,AI기상캐스터,29,7,11,화,2026-06,173,오전(6–11),짧음,10
5201217,mbn,5201217,https://www.mbn.co.kr/news/life/5201217,[Find Dining] 코스로 즐기는 다이닝…오감을 깨우는 셰프의 환대,2026-06-22 15:06:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Find Dining,Find Dining,40,9,15,월,2026-06,172,오후(12–17),중하,24
5200771,mbn,5200771,https://www.mbn.co.kr/news/life/5200771,[AI기상캐스터] 수도권 올해 첫 폭염특보..오늘 밤부터 전국 많은 비,2026-06-19 13:48:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,AI기상캐스터,AI기상캐스터,39,10,13,금,2026-06,169,오후(12–17),중하,10
5200742,mbn,5200742,https://www.mbn.co.kr/news/life/5200742,2026 MBN 서울마라톤 접수 시작…월요일부터 우선접수,2026-06-19 10:43:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,31,7,10,금,2026-06,169,오전(6–11),짧음,0
5200560,mbn,5200560,https://www.mbn.co.kr/news/life/5200560,"[Travel News] 유니온페이 통합 플랫폼 ‘니하오 차이나’, 한국에서 쓰던 모바일 결제 그대로 연동",2026-06-18 14:46:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Travel News,Travel News,59,13,14,목,2026-06,168,오후(12–17),김,1
5200114,mbn,5200114,https://www.mbn.co.kr/news/life/5200114,[AI기상캐스터] 당분간 낮 더위 서울 33도…곳곳 소나기,2026-06-16 14:30:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,AI기상캐스터,AI기상캐스터,32,8,14,화,2026-06,166,오후(12–17),짧음,10
5199827,mbn,5199827,https://www.mbn.co.kr/news/life/5199827,"[반론보도] <약손명가 76개 지점 가맹점주들 ""허위 폭로·편파 방송에 브랜드 추락…생존권 위협""> 관련",2026-06-15 17:00:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,반론보도,반론보도,58,14,17,월,2026-06,165,오후(12–17),김,1
5199892,mbn,5199892,https://www.mbn.co.kr/news/life/5199892,매실로 여름 이기는 몸 만들기…초여름 매실은 보약 [Health Recipe],2026-06-15 15:32:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,43,10,15,월,2026-06,165,오후(12–17),중상,0
5199888,mbn,5199888,https://www.mbn.co.kr/news/life/5199888,[Find Dining] 꽃 피는 남도의 식탁을 찾아서…순천의 먹트립 리스트,2026-06-15 15:24:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Find Dining,Find Dining,42,10,15,월,2026-06,165,오후(12–17),중상,24
5199420,mbn,5199420,https://www.mbn.co.kr/news/life/5199420,[Consumer News] “3시간 기다려도 마신다” 한국 MZ들 열광하는 ‘중국 밀크티’,2026-06-12 15:54:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Consumer News,Consumer News,51,10,15,금,2026-06,162,오후(12–17),김,11
5198950,mbn,5198950,https://www.mbn.co.kr/news/life/5198950,"""바다의 변호사가 된 청소년들""…'2026 UN SDGs 영어 스피치 대회'가 남긴 의미",2026-06-10 13:38:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,49,13,13,수,2026-06,160,오후(12–17),김,0
5198755,mbn,5198755,https://www.mbn.co.kr/news/life/5198755,[Style] 멋지고 편한 ‘여름 셋업’ 공식,2026-06-09 17:00:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Style,Style,25,6,17,화,2026-06,159,오후(12–17),짧음,20
5198752,mbn,5198752,https://www.mbn.co.kr/news/life/5198752,“세균을 마시고 있진 않나요?” 슬기로운 텀블러 생활 [Health Recipe],2026-06-09 16:48:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,45,9,16,화,2026-06,159,오후(12–17),중상,0
