articleId,source,sourceArticleId,url,rawTitle,publishedAt,section,collectedAt,rawSha256,indexParserVersion,hasBracketLabel,has_bracket_label,raw_label,label_group,title_chars,title_token_count,hour,weekday,month,day_index,hour_bucket,title_length_bucket,raw_label_count
5198701,mbn,5198701,https://www.mbn.co.kr/news/life/5198701,"올여름 수원에서 펼쳐지는 대규모 아트페어, '2026 화랑미술제 in 수원' 개최",2026-06-09 12:49:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,45,10,12,화,2026-06,159,오후(12–17),중상,0
5198461,mbn,5198461,https://www.mbn.co.kr/news/life/5198461,"""세상에 던지는 두 지도자의 울림""…서점가 뒤흔든 박한길·조규태의 '지혜의 서적'",2026-06-09 09:00:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,45,11,9,화,2026-06,159,오전(6–11),중상,0
5198575,mbn,5198575,https://www.mbn.co.kr/news/life/5198575,"은은한 향과 달콤한 숨 고르기…디저트와 차, 그 완벽한 마리아주 [Find Dining]",2026-06-08 19:22:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,49,12,19,월,2026-06,158,저녁(18–23),김,0
5197508,mbn,5197508,https://www.mbn.co.kr/news/life/5197508,"""투표하러 가는 길 덥다""…오늘 낮 최고 32도",2026-06-03 06:21:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,26,8,6,수,2026-06,153,오전(6–11),짧음,0
5197492,mbn,5197492,https://www.mbn.co.kr/news/life/5197492,“Light Right Cream” 피부 밀도 높이는 여름 크림 [Style],2026-06-02 19:28:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,43,9,19,화,2026-06,152,저녁(18–23),중상,0
5197490,mbn,5197490,https://www.mbn.co.kr/news/life/5197490,[Health Recipe] “코르티솔 리듬에 발맞추어야” 코르티솔 바로 알면 건강이 잘 보인다,2026-06-02 19:14:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Health Recipe,Health Recipe,53,11,19,화,2026-06,152,저녁(18–23),김,20
5196693,mbn,5196693,https://www.mbn.co.kr/news/life/5196693,“캐릭터 카드 사려고 새벽부터 줄 서”…포켓몬에 빠진 2030 키덜트족 [Consumer News],2026-05-29 16:18:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,55,12,16,금,2026-05,148,오후(12–17),김,0
5196692,mbn,5196692,https://www.mbn.co.kr/news/life/5196692,대체 누가 만든 맛이지? 셰프가 궁금해지는 식당 [Find Dining],2026-05-29 16:16:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,40,9,16,금,2026-05,148,오후(12–17),중하,0
5196005,mbn,5196005,https://www.mbn.co.kr/news/life/5196005,'고령층 단절·고립' 문제 '여가·레크리에이션'으로 해결 가능,2026-05-26 16:35:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,34,9,16,화,2026-05,145,오후(12–17),짧음,0
5196003,mbn,5196003,https://www.mbn.co.kr/news/life/5196003,감정적 식사의 대응법…기분이 식욕을 지배할 때 [Health Recipe],2026-05-26 16:14:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,41,9,16,화,2026-05,145,오후(12–17),중상,0
5195683,mbn,5195683,https://www.mbn.co.kr/news/life/5195683,연휴 마지막 날 낮 최고 30도…밤부터 내린 비 모레까지 이어져,2026-05-24 15:29:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,35,11,15,일,2026-05,143,오후(12–17),중하,0
5195502,mbn,5195502,https://www.mbn.co.kr/news/life/5195502,"셀인펙트, 세계 최대 숏폼 플랫폼 '더우인'으로부터 브랜드상 수상",2026-05-23 05:00:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,36,9,5,토,2026-05,142,새벽(0–5),중하,0
5195388,mbn,5195388,https://www.mbn.co.kr/news/life/5195388,"온병원그룹, 우즈베키스탄 '메로스국제병원'과 업무 협약 체결",2026-05-22 13:32:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,33,7,13,금,2026-05,141,오후(12–17),짧음,0
5195384,mbn,5195384,https://www.mbn.co.kr/news/life/5195384,[Find Dining] 햇살을 머금은 브런치…봄날의 완벽한 점심,2026-05-22 13:22:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Find Dining,Find Dining,36,8,13,금,2026-05,141,오후(12–17),중하,24
5194716,mbn,5194716,https://www.mbn.co.kr/news/life/5194716,[Health Recipe] 식후 혈당 뽀개는 초간단 운동…혈당 스파이크를 막아라,2026-05-19 18:08:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Health Recipe,Health Recipe,45,10,18,화,2026-05,138,저녁(18–23),중상,20
5194128,mbn,5194128,https://www.mbn.co.kr/news/life/5194128,"약손명가 76개 지점 가맹점주들 ""허위 폭로·편파 방송에 브랜드 추락…생존권 위협""",2026-05-16 11:10:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,46,12,11,토,2026-05,135,오전(6–11),김,0
5194018,mbn,5194018,https://www.mbn.co.kr/news/life/5194018,"[Find Dining] 바다 건너, 입맛 따라…강화도에서 머문 맛있는 하루",2026-05-15 16:34:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Find Dining,Find Dining,42,10,16,금,2026-05,134,오후(12–17),중상,24
5194011,mbn,5194011,https://www.mbn.co.kr/news/life/5194011,"[Style] 천천히, 거꾸로 본연의 상태로…Reverse Aging Care",2026-05-15 16:12:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Style,Style,43,8,16,금,2026-05,134,오후(12–17),중상,20
5193563,mbn,5193563,https://www.mbn.co.kr/news/life/5193563,"""벌써 여름?"" 내일 낮 최고 '31도'까지 오른다",2026-05-13 17:50:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,28,8,17,수,2026-05,132,오후(12–17),짧음,0
5193267,mbn,5193267,https://www.mbn.co.kr/news/life/5193267,[Health Recipe] 도파민은 억울하다…‘진짜 도파민’으로 채우는 찐~행복,2026-05-12 12:56:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Health Recipe,Health Recipe,45,10,12,화,2026-05,131,오후(12–17),중상,20
5193172,mbn,5193172,https://www.mbn.co.kr/news/life/5193172,[Hotel News] 동대문에서 니스로 떠나는 망고 미식 여행,2026-05-12 00:58:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Hotel News,Hotel News,35,8,0,화,2026-05,131,새벽(0–5),중하,1
5192642,mbn,5192642,https://www.mbn.co.kr/news/life/5192642,[Find Dining] 실패 없는 런치 가이드…3만 원대로 즐기는 고품격 코스 요리,2026-05-08 16:26:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Find Dining,Find Dining,47,12,16,금,2026-05,127,오후(12–17),김,24
5192616,mbn,5192616,https://www.mbn.co.kr/news/life/5192616,[Style] Shower & Bath Item…미세먼지 개운하게 싹싹,2026-05-08 14:26:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Style,Style,39,7,14,금,2026-05,127,오후(12–17),중하,20
5192394,mbn,5192394,https://www.mbn.co.kr/news/life/5192394,"모바일어플라이언스, 엠투웬티와 '시니어 케어' 글로벌 공략",2026-05-07 16:13:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,32,6,16,목,2026-05,126,오후(12–17),짧음,0
5192118,mbn,5192118,https://www.mbn.co.kr/news/life/5192118,[Health Recipe] 땅이 좋아야 나무 잘 자라듯…두피 건강을 위한 실천 방법,2026-05-06 12:10:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Health Recipe,Health Recipe,47,12,12,수,2026-05,125,오후(12–17),김,20
5192116,mbn,5192116,https://www.mbn.co.kr/news/life/5192116,"[Find Dining] 메뉴, 분위기, 가격까지 오케이! 단톡방에서 가장 환영받는 식당",2026-05-06 12:02:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Find Dining,Find Dining,49,10,12,수,2026-05,125,오후(12–17),김,24
5191702,mbn,5191702,https://www.mbn.co.kr/news/life/5191702,"""가정이 희망이다""…저출생 시대, '참가정 운동' 눈길",2026-05-04 08:52:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,30,7,8,월,2026-05,123,오전(6–11),짧음,0
5191452,mbn,5191452,https://www.mbn.co.kr/news/life/5191452,"""주택 세제, 어떻게 바뀔까?""…한국조세연구포럼, 9일 춘계학술대회 개최",2026-05-02 09:55:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,40,8,9,토,2026-05,121,오전(6–11),중하,0
5191399,mbn,5191399,https://www.mbn.co.kr/news/life/5191399,"신정환, 엑셀방송 MC 논란…""가족이 힘든 것보다 나아"" 토로",2026-05-01 14:37:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,34,9,14,금,2026-05,120,오후(12–17),짧음,0
5191019,mbn,5191019,https://www.mbn.co.kr/news/life/5191019,[Style] Men’s Bag Collection…코스모폴리탄을 위한 가방 컬렉션,2026-04-29 15:48:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Style,Style,46,9,15,수,2026-04,118,오후(12–17),김,20
5191017,mbn,5191017,https://www.mbn.co.kr/news/life/5191017,[Health Recipe] 젊음의 비결 ‘색깔’에 있다…세포 건강 지키는 컬러 푸드,2026-04-29 15:44:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Health Recipe,Health Recipe,47,12,15,수,2026-04,118,오후(12–17),김,20
5190776,mbn,5190776,https://www.mbn.co.kr/news/life/5190776,"[Issue Pick] 2030세대, ‘대장내시경 검사’는 선택 아닌 필수?",2026-04-28 13:20:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Issue Pick,Issue Pick,42,9,13,화,2026-04,117,오후(12–17),중상,2
5190612,mbn,5190612,https://www.mbn.co.kr/news/life/5190612,[Consumer News] “햄버거도 미식으로” 셰프 손잡고 고급화 나선 프랜차이즈,2026-04-27 17:28:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Consumer News,Consumer News,47,9,17,월,2026-04,116,오후(12–17),김,11
5190603,mbn,5190603,https://www.mbn.co.kr/news/life/5190603,"[Find Dining] K-만두부터 중국의 딤섬, 이탈리아의 토르텔리니까지…만두로 떠나는 미식 세계 일주",2026-04-27 16:46:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Find Dining,Find Dining,59,13,16,월,2026-04,116,오후(12–17),김,24
5190139,mbn,5190139,https://www.mbn.co.kr/news/life/5190139,"""먹지 말고 환불 받으세요""…삼립 '통팥도라야끼'서 식중독균 검출",2026-04-24 14:24:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,36,9,14,금,2026-04,113,오후(12–17),중하,0
5189959,mbn,5189959,https://www.mbn.co.kr/news/life/5189959,"""이제 뱅킹 앱 누르지 마세요, 말만 하세요""…웹케시, '에이전트 뱅킹' 시대 선언",2026-04-23 17:24:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,46,12,17,목,2026-04,112,오후(12–17),김,0
5189886,mbn,5189886,https://www.mbn.co.kr/news/life/5189886,"김원희·박현빈, MBN '건강 동창회-괜찮아? 괜찮아!' MC 확정",2026-04-23 11:20:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,37,9,11,목,2026-04,112,오전(6–11),중하,0
5189710,mbn,5189710,https://www.mbn.co.kr/news/life/5189710,"에버켐텍, 'MBN 선셋마라톤'에 바이오매스 친환경 봉투 공급",2026-04-22 17:17:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,34,8,17,수,2026-04,111,오후(12–17),짧음,0
5189706,mbn,5189706,https://www.mbn.co.kr/news/life/5189706,"에이스바이옴 '아나파랙틴', MBN 선셋마라톤 공식 협찬 성료",2026-04-22 16:58:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,34,7,16,수,2026-04,111,오후(12–17),짧음,0
5189705,mbn,5189705,https://www.mbn.co.kr/news/life/5189705,"머거본, 1만 러너와 만났다…'MBN 선셋마라톤'서 영양 간편식 제안",2026-04-22 16:54:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,38,10,16,수,2026-04,111,오후(12–17),중하,0
5189489,mbn,5189489,https://www.mbn.co.kr/news/life/5189489,[Style] Wake up to Brighter Skin…환절기 스킨케어 킥 아이템,2026-04-21 17:04:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Style,Style,47,10,17,화,2026-04,110,오후(12–17),김,20
5189487,mbn,5189487,https://www.mbn.co.kr/news/life/5189487,[Health Recipe] 기도 근육 운동으로 코골이 관리하기,2026-04-21 16:52:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Health Recipe,Health Recipe,35,7,16,화,2026-04,110,오후(12–17),중하,20
5189229,mbn,5189229,https://www.mbn.co.kr/news/life/5189229,"[Find Dining] 몸은 가볍게, 기분은 산뜻하게! 채소를 먹는 꽤 괜찮은 방법",2026-04-20 16:02:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Find Dining,Find Dining,47,11,16,월,2026-04,109,오후(12–17),김,24
5188801,mbn,5188801,https://www.mbn.co.kr/news/life/5188801,"황교익, '보은 인사' 논란에도…문화관광연구원장 임명",2026-04-17 17:41:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,29,6,17,금,2026-04,106,오후(12–17),짧음,0
5188717,mbn,5188717,https://www.mbn.co.kr/news/life/5188717,[Style] 탄탄 촉촉한 ‘화잘먹’ 아이템…환절기 베이스 끝판왕들,2026-04-17 11:22:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Style,Style,37,8,11,금,2026-04,106,오전(6–11),중하,20
5188716,mbn,5188716,https://www.mbn.co.kr/news/life/5188716,[Consumer News] “잘 자는 게 곧 건강”…숙면 보조용품 인기라는데,2026-04-17 11:22:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Consumer News,Consumer News,43,10,11,금,2026-04,106,오전(6–11),중상,11
5188479,mbn,5188479,https://www.mbn.co.kr/news/life/5188479,"하루틴, 'MBN 선셋마라톤' 달군 '리포좀 부스터샷'",2026-04-16 10:33:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,30,6,10,목,2026-04,105,오전(6–11),짧음,0
5188051,mbn,5188051,https://www.mbn.co.kr/news/life/5188051,[Health Recipe] 건강의 적 커피 믹스?! 참지 말고 ‘스마트하게’ 마시자,2026-04-14 15:08:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Health Recipe,Health Recipe,47,10,15,화,2026-04,103,오후(12–17),김,20
5187855,mbn,5187855,https://www.mbn.co.kr/news/life/5187855,"""4월인데 벌써?""…내일도 한낮 28도 '초여름 더위'",2026-04-13 17:29:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,30,7,17,월,2026-04,102,오후(12–17),짧음,0
5187832,mbn,5187832,https://www.mbn.co.kr/news/life/5187832,"[진료는 의사에게] 소화력 저하, 알고 보니 '유전성 폴립 증후군'?",2026-04-13 16:26:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,진료는 의사에게,진료는 의사에게,38,9,16,월,2026-04,102,오후(12–17),중하,1
5187792,mbn,5187792,https://www.mbn.co.kr/news/life/5187792,[Find Dining] 이동의 번거로움이 없는 완벽한 오후 ‘롱-스테이’ 다이닝,2026-04-13 14:22:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Find Dining,Find Dining,45,10,14,월,2026-04,102,오후(12–17),중상,24
5187391,mbn,5187391,https://www.mbn.co.kr/news/life/5187391,"[MBN이 본 신간] 삶과 죽음의 경계에서 길어 올린 경이로운 서사…'ICU, 희망의 기록' 출간",2026-04-10 18:59:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,MBN이 본 신간,MBN이 본 신간,54,14,18,금,2026-04,99,저녁(18–23),김,1
5187338,mbn,5187338,https://www.mbn.co.kr/news/life/5187338,"""더 쾌적하고 가깝게""…2026 MBN 선셋마라톤 운영 시스템 혁신",2026-04-10 15:15:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,37,9,15,금,2026-04,99,오후(12–17),중하,0
5186880,mbn,5186880,https://www.mbn.co.kr/news/life/5186880,"환기도 소용없다…""전자담배 연기 벽지에 붙어 간접흡연""",2026-04-08 15:17:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,30,7,15,수,2026-04,97,오후(12–17),짧음,0
5186841,mbn,5186841,https://www.mbn.co.kr/news/life/5186841,“공기 넣었더니 다르네”…100만 잔 팔린 ‘에어 커피’ 비결 [Consumer News],2026-04-08 11:32:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,50,11,11,수,2026-04,97,오전(6–11),김,0
5186447,mbn,5186447,https://www.mbn.co.kr/news/life/5186447,"""출근길 겨울옷 꺼낼까""…내일 아침 영하권 추위",2026-04-06 17:44:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,26,7,17,월,2026-04,95,오후(12–17),짧음,0
5185506,mbn,5185506,https://www.mbn.co.kr/news/life/5185506,[Health Recipe] 활기찬 하루 여는 1분 부스터...제자리 점프의 효과,2026-04-01 17:48:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Health Recipe,Health Recipe,45,10,17,수,2026-04,90,오후(12–17),중상,20
5184969,mbn,5184969,https://www.mbn.co.kr/news/life/5184969,[Style] Just One More Piece…작고 반짝이는 특별한 데일리템,2026-03-30 15:42:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Style,Style,44,9,15,월,2026-03,88,오후(12–17),중상,20
5184957,mbn,5184957,https://www.mbn.co.kr/news/life/5184957,[Find Dining] 접시 위에 핀 봄…봄철 미식 정원으로의 초대,2026-03-30 15:24:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Find Dining,Find Dining,38,10,15,월,2026-03,88,오후(12–17),중하,24
5184924,mbn,5184924,https://www.mbn.co.kr/news/life/5184924,지역 의료 붕괴 막는다…복지부 '의료질 평가 지원금 제도' 개선 추진,2026-03-30 13:11:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,38,11,13,월,2026-03,88,오후(12–17),중하,0
5184248,mbn,5184248,https://www.mbn.co.kr/news/life/5184248,"아일릿 원희, 글로벌 헤어 브랜드 '피노' 앰버서더 발탁…""찰랑이는 머릿결이 자신감의 비결""",2026-03-26 16:00:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,51,12,16,목,2026-03,84,오후(12–17),김,0
5184234,mbn,5184234,https://www.mbn.co.kr/news/life/5184234,"""숨 쉬는 것이 즐거운 오피스""…클리어쉴드, 빌딩 공기 질 관리의 새로운 기준 제시",2026-03-26 15:29:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,46,13,15,목,2026-03,84,오후(12–17),김,0
5184010,mbn,5184010,https://www.mbn.co.kr/news/life/5184010,"동방메디컬, 'KIMES 2026'서 메디컬 에스테틱 토탈 솔루션 비전 제시",2026-03-25 17:23:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,42,10,17,수,2026-03,83,오후(12–17),중상,0
5183980,mbn,5183980,https://www.mbn.co.kr/news/life/5183980,"팬스타그룹, 4월 1일부터 대마도 순환버스 운행",2026-03-25 15:57:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,26,6,15,수,2026-03,83,오후(12–17),짧음,0
5183745,mbn,5183745,https://www.mbn.co.kr/news/life/5183745,[Health Recipe] 굽고 튀긴 음식 노화 앞당긴다…이름부터 무서운 ‘당 독소’,2026-03-24 16:46:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Health Recipe,Health Recipe,48,11,16,화,2026-03,82,오후(12–17),김,20
5183734,mbn,5183734,https://www.mbn.co.kr/news/life/5183734,[Style] 나만의 뉴 니치를 찾고 있나요…Unique Fragrance,2026-03-24 16:32:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Style,Style,41,8,16,화,2026-03,82,오후(12–17),중상,20
5183457,mbn,5183457,https://www.mbn.co.kr/news/life/5183457,"[Mind Note] 나를 보호하는, 일상을 환기시키는 ‘자기보호 행위’",2026-03-23 15:48:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,True,True,Mind Note,Mind Note,40,8,15,월,2026-03,81,오후(12–17),중하,7
5183128,mbn,5183128,https://www.mbn.co.kr/news/life/5183128,펄어비스의 야심작 '붉은사막'…평점 78점 이유는?,2026-03-21 13:22:00,life,2026-08-07T11:36:03.588875+00:00,b76ecb2a26a69bba8f963ab44b39e229802ce9ea0cda182413cedd065a123c5a,mbn_index_parser@1,False,False,,라벨 없음,28,6,13,토,2026-03,79,오후(12–17),짧음,0
